小区名称,销售状态,位置,房屋类型,更新时间,售价/均价,参考总价
富力天海湾,在售,南沙 - 南沙街环市大道西（地铁四号线南延线塘坑站）,不限(1)，一居(1)，二居(1)，三居(3)，四居(2)，开间(2),2018.03.17,"均价18,000元/m²",68万元
爱群荟景湾,在售,[越秀-东山]沿江西路143号,四居(1)，五居及以上(1),2017.04.05,"均价70,000元/m²","2,338万元"
爱群荟景湾(商办),在售,[越秀-东山]沿江西路143号,四居(1)，五居及以上(1),2017.04.05,"均价70,000元/m²","2,338万元"
越秀滨海御城,在售,[南沙-金洲]双山大道与祈丰路交汇处,三居(9)，四居(2),2018.03.17,"均价28,000元/m²",242万元起
广州星河山海湾,在售,[南沙-南沙湾]港前大道英东中学北侧,二居(1)，三居(4)，四居(1),2018.03.17,"均价30,000元/m²",367万元
中交蓝色海湾,待售,[南沙-南沙湾]南沙客运港对面,二居(1)，三居(4),2018.03.10,售价待定,"22,000元/m²"
南沙金茂湾,在售,[南沙-蕉门河]凤凰大道外国语学院旁,不限(3)，三居(3)，四居(4),2018.03.10,"均价20,000元/m²",166万元
珠江壹城,在售,[从化-太平镇]太平收费站前行1000米,三居(8)，四居(2),2018.03.12,"均价16,500元/m²",149-241万元
泊雅湾,待售,[海珠-赤岗]艺苑路新领事馆区赤岗塔北50米,三居(3),2017.06.13,售价待定,总价待定
碧桂园御湖城（住宅）,在售,从化 - 从化区江浦街灌村路399号（大广高速接口站下）,三居(1)，四居(1),2018.01.26,"均价13,500元/m²",120-147万元
绿地越秀海玥(商办),待售,[海珠-工业大道]广纸新城南石路,二居(1)，三居(3)，四居(2),2017.06.14,售价待定,总价待定
越秀星汇海珠湾,待售,[海珠-工业大道]广纸路,三居(1)，四居(1),2017.06.14,售价待定,总价待定
恒洲小苑,待售,[海珠-南洲]南洲路307-319号,二居(1)，三居(3)，四居(1),2017.06.14,售价待定,总价待定
绿地越秀海玥,待售,[海珠-工业大道]广纸新城南石路,二居(1)，三居(3)，四居(2),2017.06.20,售价待定,总价待定
珠江佳滨苑,待售,[海珠-东晓]海印桥南东晓路与仲恺路交界,二居(1)，三居(4)，四居(1),2017.11.15,售价待定,总价待定
越秀星汇海珠湾(商办),待售,[海珠-工业大道]广纸路,不限(2)，三居(1)，四居(1),2017.06.21,售价待定,总价待定
中源御品,待售,海珠 - 江燕路288号（东江万豪酒店旁边）,一居(1)，二居(1),2017.06.21,售价待定,总价待定
紫泉流溪湾,在售,从化 - 105国道流溪河旁（北回归标志塔旁）,一居(1)，二居(1)，三居(1),2018.01.26,"均价13,000元/m²",192万元
富力壹號半岛,待售,海珠 - 新港东路玥珑街1号（黄埔村牌坊北面）,不限(2),2017.04.10,售价待定,总价待定
招商雍华府,在售,[天河-东圃]悦景路与珠吉路交汇处,三居(1)，四居(2),2017.11.15,"均价45,000元/m²",563万元
华发荔湾荟,在售,荔湾 - 芳信路以西（秀水涌以北、郭村路以南）,二居(1)，三居(2)，四居(1),2017.12.05,"均价43,000元/m²",409-589万元
景业荔都,在售,[从化-温泉镇]宣星运动谷,二居(1)，三居(2)，四居(1),2018.01.26,"均价13,000元/m²",129-179万元
碧桂园御湖城,待售,[从化-江埔街]105国道灌村路999号,不限(7)，五居及以上(2),2017.11.30,总价待定,
富力泉天下,在售,[从化-温泉镇]温泉度假区内温泉牌坊约200米处,不限(11),2017.10.24,224-581万元/套,
名城御景绿洲,待售,[从化-江埔街]禾仓村水闸尾,二居(1)，三居(4)，四居(1),2017.06.15,售价待定,总价待定
宏诚海峰花园,待售,从化 - 环市东路（G105）453号海逸半岛花园旁,二居(2)，三居(6)，四居(1),2017.06.21,售价待定,总价待定
星信国际公寓,在售,[海珠-赤岗]敦和路324号,不限(2),2017.08.18,"均价10,000元/m²",总价待定
合生广场,在售,[海珠-广州大道南]广州大道南与叠景路交汇处,不限(11),2017.06.13,"均价36,000元/m²",166-317万元
鸿益华府,在售,[海珠-工业大道]新业路东侧地段,二居(1)，三居(1),2017.04.05,"均价36,000元/m²",353万元
雅居乐海珠小雅,在售,[海珠-工业大道]广纸板块石岗路,二居(2)，三居(6)，四居(1),2017.08.18,"均价50,000元/m²",370-570万元
鸣翠花园·江悦,在售,[海珠-工业大道]工业大道南鸣翠花园四期,二居(4)，三居(4),2017.04.05,"均价50,000元/m²",570万元
富基广场,在售,[海珠-江南西]地铁2号线市二宫站上盖,二居(6)，三居(2)，四居(1),2017.03.28,"均价43,000元/m²",757万元
保利金融大都汇,在售,[天河-车陂]黄埔大道中88号,不限(3),2017.10.26,"均价43,000元/m²",215-460万元
远洋天骄广场,在售,[天河-植物园]元岗路68号,一居(4)，二居(4)，三居(4)，五居及以上(1),2017.11.15,"均价45,000元/m²",342-491万元
佛奥广场,在售,[天河-珠江新城]华穗路与金穗路交汇处,不限(17),2017.04.11,"均价68,000元/m²",354万元
华润天合,在售,[天河-车陂]奥体路转悦景路800米,三居(5)，四居(5),2017.09.21,"均价45,000元/m²",405-630万元
兰亭盛荟,在售,[天河-东圃]黄埔大道桃园西路明镜路1号,二居(2)，三居(11),2017.06.06,"均价50,000元/m²",总价待定
峻林,在售,[天河-天河北]天河区林和村,三居(2)，四居(1),2017.03.08,"均价80,000元/m²","2,080万元"
珠江颐德公馆(别墅),在售,天河 - 花城大道与海清路交界（珠江公园南门对面）,四居(2),2017.03.08,"2,821-3,302万元/套",
悦江上品,待售,[荔湾-大坦沙]悦品二街,三居(3)，四居(2),2017.06.06,售价待定,总价待定
新世界凯粤湾,待售,荔湾 - 中山八-珠江大桥-逸彩路，教育资源优质，门口就有华师大幼教试...,二居(10)，三居(22)，四居(3)，五居及以上(1),2017.08.17,"均价43,000元/m²",总价待定
盛唐翰林国际,待售,[从化-街口]从化街口新村北路52-56号,三居(5),2017.04.06,售价待定,总价待定
小城大院,待售,[从化]塘圈路60号,二居(1)，三居(1),2017.04.06,售价待定,总价待定
智汇国际,在售,[从化-太平镇]工业大道1号,不限(3),2017.04.10,"均价9,500元/m²",50-89万元
叠翠轩,在售,[从化-太平镇]花园中路11巷1号,一居(1)，三居(2)，四居(1),2017.06.20,"均价11,000元/m²",62-112万元
宏润天睿,在售,[从化-鳌头镇]京珠高速鳌头出口,三居(3),2017.06.21,"均价9,300元/m²",67-88万元
望谷温泉小镇(别墅),在售,[从化-温泉镇]温泉西路8号,不限(3)，一居(6)，二居(2)，三居(1),2017.04.05,77-396万元/套,
望谷温泉小镇,在售,[从化-温泉镇]温泉西路8号,一居(6)，二居(2)，三居(1),2017.06.14,"均价9,000元/m²",78-123万元
合生帝景山庄,在售,天河 - 奥体路(原环场路，奥体中心北侧，世界大观旁),不限(7),2017.09.21,"3,268-3,420万元/套",
一品湖山,在售,[白云]同和路688号,二居(2)，三居(3)，四居(2)，五居及以上(1),2017.06.05,"均价30,000元/m²",总价待定
荔港南湾,待售,[荔湾-中山八路]南岸路63号,一居(2)，二居(1)，三居(3),2017.06.09,售价待定,总价待定
荔湾新城欣悦湾,待售,[荔湾-芳村]茶滘路（花地河旁）,二居(3)，三居(5),2017.06.20,售价待定,总价待定
振业天颂花园,待售,[荔湾-芳村]芳村大道南以西鹤洞路旁,,2017.03.14,售价待定,总价待定
富凯星堤,在售,[荔湾-芳村]东沙荷景路1号,不限(3),2017.06.09,"均价19,000元/m²",87-192万元
远大芳华都汇,在售,荔湾 - 花地大道南66号（西塱地铁B出口往花地河前行300m）,不限(6),2017.06.02,"均价20,000元/m²",104-228万元
珠江东境花园,在售,[天河-天河北]天河区科韵路,四居(1),2017.04.05,"2,100万元/套",
龙湖首开天宸原著,待售,[天河-车陂]奥体路转悦景路600米,三居(9)，四居(5),2017.06.09,售价待定,总价待定
合景悦峰,待售,[天河-车陂]黄埔大道中660号,不限(3),2017.06.21,售价待定,总价待定
富力万科云启,待售,[天河-车陂]车陂地铁站D出口直走300米,不限(2),2017.06.09,售价待定,总价待定
凯旋新世界,待售,天河 - 花城大道（珠江公园南门对面）,二居(2)，三居(1)，四居(2)，五居及以上(2),2017.09.21,售价待定,总价待定
广州亚运城,在售,番禺 - 番禺区亚运城康体路（4号线地铁海傍站旁）,二居(10)，三居(26)，四居(10),2018.02.24,售价待定,"25,000元/m²"
新世界･云逸,待售,白云 - 白云新城2/3号线嘉禾望岗地铁枢纽站,四居(2),2017.11.15,售价待定,总价待定
万科海上传奇,在售,[荔湾-芳村]珠江隧道口以西,不限(4),2017.06.12,"均价48,000元/m²",130-163万元
云溪四季,在售,[增城-朱村]增城朱石路旁,二居(2)，三居(3)，四居(1),2018.03.16,"均价18,000元/m²",155-232万元
信达金茂天河金茂广场(商办),待售,天河 - 广州大道北920号(地铁三号线梅花园地铁站南侧),三居(2)，四居(1),2017.06.13,售价待定,总价待定
凯德山海连城,在售,[番禺-华南]金山大道东龙丰路段,二居(1)，三居(4)，四居(1),2018.02.24,"最低20,000元/m²起",179-212万元
祈福缤纷汇,待售,[番禺-市桥]市广路祈福新邨,一居(2)，二居(2)，三居(2)，四居(2),2018.02.24,售价待定,总价待定
大夫山•尚东,在售,番禺 - 禺山西路东桥大街68号（大夫山公园南门旁）,二居(3)，三居(7)，四居(1),2018.02.24,"均价25,000元/m²",198-275万元
大一山庄,待售,[白云-白云大道]北东平段,不限(1),2017.06.21,总价待定,
广州白云国际医药智慧产业园,未售,白云 - 太和镇草庄中路18-19号（近广东白云申通物流园）,不限(1),2017.06.21,售价待定,总价待定
珠光御景壹号(商办),在售,[荔湾-芳村]黄沙大道广铁南站,不限(3)，四居(2)，五居及以上(4),2017.06.21,"均价50,000元/m²","230-1,575万元"
翠荷轩,在售,[荔湾-芳村]东漖南路北侧、东漖南村民居西侧,二居(2)，三居(3),2017.06.21,"均价30,000元/m²",243-330万元
金湾明珠,在售,[荔湾-大坦沙]大坦沙岛,二居(2)，三居(7)，四居(2),2017.06.14,"均价38,000元/m²",245-543万元
丽和华庭,在售,[荔湾-芳村]东漖北路76号,二居(2)，三居(3),2017.06.21,"均价30,000元/m²",246-330万元
远东御江豪庭,在售,[荔湾-芳村]百花路花地河畔（唯品会旁）,二居(2)，三居(6),2017.06.20,"均价35,000元/m²",272-406万元
粤海宝华轩,在售,[荔湾-陈家祠]文昌南路旧宝华23号,二居(2)，三居(3),2017.06.21,"均价40,000元/m²",304-488万元
合景誉山国际,在售,[增城-广园东]增城广园东新新公路中段,二居(5)，三居(9)，四居(2)，五居及以上(1),2018.03.16,"均价17,000元/m²",136-195万元
实地蔷薇国际,在售,[增城-荔城]三联村蕉冚地段（逸翠山庄旁边）,三居(5)，四居(2),2018.03.16,"均价22,000元/m²",283万元
绿湖国际城,在售,[增城-荔城]挂绿新城石滩广场旁,二居(5)，三居(18),2018.03.16,"均价14,700元/m²",155-178万元
恒大山水郡,在售,增城 - 广河高速中新出口右转约500米（S118省道旁）,三居(4),2018.03.16,"均价17,000元/m²",141-158万元
广州万达文化旅游城,在售,[花都-区府]平步大道与曙光路交汇处,三居(3)，四居(4),2018.03.16,"最低22,000元/m²起",288-295万元
锦绣一方,在售,[番禺]石楼镇建设路联围小学斜对面,二居(1)，三居(1)，四居(1),2018.03.07,"最低18,326元/m²起",143-276万元
奥园莲峰圣境,在售,[番禺-市桥]石楼镇莲花山风景区西侧,四居(1)，五居及以上(2),2018.02.24,"最低20,000元/m²起",340-640万元
金海岸花园,在售,[番禺]亚运大道金海岸花园,不限(3)，一居(1)，二居(6)，三居(27)，四居(1)，五居及以上(2),2018.02.24,"均价33,000元/m²",347万元
丽江如英居,在售,番禺 - 大石镇东乡村三支香水道南侧地块，丽江花园德宇楼西侧,三居(2)，四居(1),2018.01.19,"均价40,000元/m²",380万元
骏御华庭,待售,白云 - 三元里大道与机场路交汇（广百电器城旁）,一居(4)，二居(2)，三居(1),2017.10.26,售价待定,109-427万元
汇港威华国际,在售,[增城-朱村]朱村街朱村大道东178号,三居(7)，四居(1),2018.03.17,"最低18,000元/m²起",184-212万元
保利中航城,待售,增城 - 广州教育城地铁21号线朱村站（广汕公路燕岗桥东）,三居(3)，四居(4),2018.03.16,售价待定,"24,000元/m²"
花都颐和山庄,在售,[花都-新机场]山前大道,不限(3)，二居(2)，三居(41)，四居(7),2018.02.26,"均价13,000元/m²",153-260万元
雅居乐万科热橙,在售,[花都-新机场]花山镇政府旁,二居(4)，三居(21)，四居(3),2018.02.24,"均价16,000元/m²",130-150万元
中国美林湖,在售,[花都-狮岭]山前大道168号,不限(7)，一居(6)，二居(14)，三居(15)，四居(1)，五居及以上(2),2018.02.24,"均价9,600元/m²",129-140万元
自由人花园,待售,[花都-新机场]镜湖大道与广花路交界处,二居(2)，三居(4)，四居(9)，五居及以上(2),2018.02.24,售价待定,总价待定
路劲天隽峰,在售,花都 - 宝华路与茶园路交汇处，花果山公园旁,三居(4)，四居(5)，五居及以上(1),2018.02.24,"最低25,500元/m²起",252-377万元
时代柏林,待售,[番禺-市桥]番禺南区公园南面,三居(2)，四居(2),2018.01.19,"均价34,000元/m²",347-501万元
昊龙花园,待售,番禺 - 桥南街中华大路893号（南郊公园南侧）,三居(3)，四居(2),2018.01.19,售价待定,总价待定
君立国际公寓,在售,白云 - 同和路318号（同和地铁站D出口北行约1公里）,不限(3),2017.09.21,"均价31,000元/m²",124万元
保利i立方（增城）,待售,[增城-新塘]永宁街九如村（增城时代廊桥旁）,不限(1)，二居(6)，三居(5)，四居(7)，五居及以上(1),2018.03.17,"均价20,000元/m²",180-194万元
时代天启,在售,[增城-荔城]狮尾路1号（荔城中学对面）,三居(4),2018.03.16,"均价18,500元/m²",175-234万元
增城时代廊桥,在售,[增城-新塘]永宁大道南侧,二居(1)，三居(5)，四居(1),2018.03.17,"均价19,000元/m²",145万元起
万科桃源里,在售,增城 - 广州市增城区4A级白水寨风景名胜区（从莞深高速派潭出口左转约...,三居(3)，四居(1),2018.03.17,"最低12,000元/m²起",120-162万元
实地常春藤,在售,[黄埔-长岭居]长岭居东部禾丰小学旁,二居(2)，三居(2)，四居(2),2018.03.12,售价待定,"25,800元/m²"
碧桂园假日半岛,待售,[花都-新机场]山前旅游大道,三居(5)，四居(2)，五居及以上(1),2018.02.24,"均价11,000元/m²",134万元
合和新城,待售,花都 - 迎宾大道3号（迎宾大道与镜湖大道交界处）,二居(3)，三居(2)，四居(9)，五居及以上(1),2018.02.24,售价待定,总价待定
庄士映蝶蓝湾,在售,[番禺]石楼镇莲港大道126号,三居(2)，四居(3),2018.01.19,"均价18,000元/m²",总价待定
尚上名筑(别墅),在售,[番禺]亚运大道北侧、石清公路东侧,一居(1)，二居(2)，三居(7)，四居(3)，五居及以上(1),2017.06.09,总价待定,
庄士映蝶蓝湾(别墅),在售,[番禺]石楼镇莲港大道126号,三居(2)，四居(3),2017.03.23,总价待定,
金龙城(商办),在售,[番禺]清河东路石基路段（番禺珠江钢管）,不限(3),2018.01.14,售价待定,总价待定
柏丽星寓,在售,[番禺]莲港大道（保利公馆2010对面）,不限(4),2017.06.21,"均价15,000元/m²",总价待定
百信广场,在售,[白云-机场路]机场路1399号,不限(3),2017.06.13,"均价42,000元/m²",168万元
云山名都,待售,[白云-三元里]三元里大道北与机场路交汇处,二居(10)，三居(6),2017.06.12,"均价35,000元/m²",328-500万元
保利华润紫云,待售,白云 - 机场路西侧进棠乐路段（靠纵横缤城）,三居(4),2017.06.21,售价待定,401-477万元
三江盛汇,在售,增城 - 石滩镇沙庄光明西路100号（中国电信沙庄营业厅对面）,二居(1)，三居(3),2018.03.16,"均价12,000元/m²",102-144万元
华海山屿海,在售,[南沙-南沙湾]黄山鲁森林公园东门,二居(1)，三居(4),2018.03.16,"最低18,500元/m²起",148-200万元
富力悦禧花园,在售,黄埔 - 广园快速笔村立交旁（东区小学对面）,二居(1)，三居(2),2018.03.16,"均价24,000元/m²",167-216万元
广州颐和盛世,在售,[花都-狮岭]炭步镇佛一环北线官抱路(86)出口,二居(1)，三居(15)，四居(2),2018.03.16,"均价12,000元/m²",131-144万元
嘉美小镇,在售,[花都-狮岭]山前大道美林湖西门,一居(3)，二居(4)，三居(2),2018.02.24,"均价9,500元/m²",55-100万元
嘉汇城,待售,花都 - 广花路东镜段（邮件处理中心东面）,二居(3)，三居(4)，四居(3),2018.02.24,售价待定,总价待定
越秀星汇云城,在售,[白云]华快三期沙太出口,不限(2)，二居(1)，三居(1)，四居(9),2017.08.18,"均价45,000元/m²",419-468万元
山水庭苑,在售,[白云-南湖区]南湖同和路828号,三居(3),2017.04.05,"均价35,000元/m²",483-487万元
佳兆业天御,在售,[白云]沙太路20号,三居(1)，四居(1),2017.04.05,"均价60,000元/m²",558-768万元
东湖映月,在售,[白云-白云大道]南村龙河西路,不限(2),2017.04.06,650-825万元/套,
广州华发四季,在售,[白云-白云大道]集贤庄集贤小学附近,四居(5)，五居及以上(1),2017.03.30,"均价50,800元/m²","720-1,321万元"
白云堡豪苑,在售,[白云-白云大道]嘉禾白云堡道一号,三居(2)，五居及以上(1),2017.06.15,"均价43,000元/m²","1,157-1,269万元"
明月东山(别墅),售罄,[越秀-东山]明月一路2街2-8号,三居(2)，四居(1),,总价待定,
翡翠绿洲,在售,[增城-广园东]开创大道北埔南路翡翠绿洲大道,二居(5)，三居(9)，四居(4)，五居及以上(1),2018.03.17,"均价27,500元/m²",284-392万元
奥园誉峯,待售,[增城-新塘]增城区新塘板块永和路永平路29号,三居(5),2018.03.16,"均价19,000元/m²",162-181万元
中国铁建国际花园,在售,[增城-朱村]朱村街凤岗村,不限(1)，一居(1)，二居(2)，三居(2)，四居(1),2018.03.17,"均价18,000元/m²",129-220万元
南沙珠江湾,在售,[南沙-南沙湾]环市大道漾滨路,二居(1)，三居(5)，四居(1),2018.03.01,"均价18,000元/m²",178-201万元
南沙裕豪轩,在售,[南沙-南沙湾]南沙街海景路,不限(3)，二居(1)，三居(1),2018.02.05,"均价20,000元/m²",204万元
翡翠蓝湾璟峰,在售,[南沙-明珠湾]高沙路蓝华街21号,二居(3)，三居(6),2018.02.05,"均价18,000元/m²",173万元
中央郡,在售,[南沙-金洲]进港大道,二居(2)，三居(4),2018.03.16,"均价23,000元/m²",214-248万元
南沙珠江湾(商办),在售,[南沙-南沙湾]环市大道漾滨路,二居(1)，三居(5)，四居(1),2018.01.24,"均价17,500元/m²",215-270万元
蓝光·林肯公园,在售,[南沙-金洲],三居(3),2018.03.12,"均价25,000元/m²",250-320万元
南沙塞纳河畔,待售,[南沙-金洲]环市大道和市南大道交汇处,二居(2)，三居(2)，四居(1),2017.06.09,售价待定,总价待定
香江国际金融中心,待售,[南沙-金洲]金隆路与上隆岭路交界处,不限(2),2017.04.11,售价待定,总价待定
越秀国际总部广场,待售,[南沙-金洲]金洲地铁站东侧,不限(4),2017.06.20,售价待定,总价待定
广州绿地城,待售,[黄埔-知识城]中新知识城九龙大道,二居(1)，三居(3)，四居(1),2018.03.16,售价待定,162万元起
合景天峻,在售,[黄埔-知识城]科学城北区九龙大道旁,不限(10)，一居(1),2018.03.08,"均价13,000元/m²",60万元
时代天韵,在售,黄埔 - 中新广州知识城南起步区九龙大道中（新知识城规划展示厅对面）,二居(3)，三居(5)，四居(3),2018.03.08,"均价23,000元/m²",265-308万元
金融街花溪小镇,待售,[花都-新机场]花都大道东228号,一居(1)，二居(2)，三居(2)，四居(1),2018.02.24,"均价15,000元/m²",140-213万元
御华园,待售,[花都-狮岭]狮岭大道东1号,一居(1)，二居(10)，三居(4)，四居(3),2018.02.24,"均价15,000元/m²",375万元
卓粤卓雅名苑,待售,花都 - 建设北路229号（威曼斯酒店直入200米）,二居(1)，三居(2),2018.02.24,售价待定,总价待定
罗马家园,在售,[海珠-南洲]南洲路88号,一居(1)，三居(7)，四居(5)，五居及以上(2),2017.03.28,"均价45,000元/m²","968-1,080万元"
金润铂宫(别墅),售罄,[越秀-北京路]越秀区北京路步行街238号,一居(5)，二居(3)，三居(1),,总价待定,
金润铂宫(商办),售罄,[越秀-北京路]越秀区北京路步行街238号,一居(5)，二居(3)，三居(1),,售价待定,总价待定
锦源国际公寓(别墅),售罄,[越秀-北京路]北京路147、149号,一居(1)，二居(2)，四居(1),,总价待定,
东山月府,售罄,[越秀-东山]新寺右新马路108号（华润万家旁）,三居(3)，四居(1),2017.03.15,"均价65,000元/m²",总价待定
骏文雅苑,售罄,[越秀-北京路]文明路119、121、123号,二居(2)，三居(1)，四居(1),,"均价53,000元/m²",总价待定
东风广场,售罄,[越秀-东风东]东风东路787号,一居(1)，二居(1)，三居(3),2017.02.22,"均价70,000元/m²",总价待定
麓湖御景(别墅),售罄,[越秀-淘金]越秀区麓苑路39号,二居(2)，三居(1)，四居(1),,总价待定,
御江苑,售罄,[越秀-北京路]南堤二马路36-40号,一居(15)，二居(10)，四居(2),,"均价40,000元/m²",总价待定
锦绣联合商务大厦(别墅),售罄,[越秀-淘金]天河路1号、3号、5号,一居(4),,总价待定,
御东雅苑,售罄,越秀 - 东风西路238-248号（中山纪念堂的斜对面）,二居(3)，三居(1)，四居(1),2016.11.09,"均价43,000元/m²",总价待定
南沙金茂湾(商办),在售,[南沙-蕉门河]凤凰大道外国语学院旁,不限(3)，三居(3)，四居(3),2018.02.06,"均价20,000元/m²",总价待定
敏捷丽都,待售,[南沙-金洲]进港大道187号(华汇国际广场东侧),一居(2),2018.02.07,售价待定,总价待定
南沙湾石奥,在售,[南沙-南沙湾]港前大道南沙游艇会接待中心,一居(1)，二居(1),2017.06.20,售价待定,总价待定
南沙心意华庭,待售,[南沙-金洲]金岭北路南段,二居(2)，三居(4),2018.02.07,售价待定,总价待定
印月翠谷,在售,[南沙-南沙湾]鹿颈路七号之一,不限(5),2018.02.07,总价待定,
科城山庄,待售,[黄埔-萝岗区府]科学城内水西环路,一居(4)，二居(13)，三居(8)，四居(10)，五居及以上(4),2018.03.08,售价待定,总价待定
佳兆业城市广场,在售,[黄埔-科学城]黄埔开创大道与黄埔东路交汇处,三居(1)，四居(10),2018.03.08,"最低31,000元/m²起",282-413万元
万科山景城,在售,[黄埔-长岭居]长岭路南侧,二居(1)，三居(5)，四居(4)，五居及以上(1),2018.03.08,"均价27,000元/m²",302万元
万科尚城,在售,黄埔 - 黄埔东路与丹水坑路交界南岗地铁站旁,三居(2)，四居(2),2018.03.10,"最低33,000元/m²起",248-323万元
广州颐和盛世(别墅),在售,[花都-狮岭]炭步镇佛一环北线官抱路(86)出口,三居(13)，四居(2),2018.01.12,总价待定,
珠江帝景紫龙府,在售,[海珠-广州大道南]新领事馆东侧,四居(2)，五居及以上(3),2017.04.05,"均价78,000元/m²","1,466万元"
正佳东方国际广场(别墅),售罄,越秀 - 越秀区环市东路与淘金路交汇处花园酒店东侧,二居(3),,总价待定,
万科幸福誉,在售,黄埔 - 九龙大道（中新广州知识城展示厅旁）,二居(2)，三居(5)，四居(7),2018.03.08,"均价24,000元/m²",211-235万元
大城云山,在售,[从化-太平镇]和平收费站旁约100米处,一居(1)，二居(1)，三居(2)，五居及以上(1),2017.04.05,"均价15,000元/m²",87-285万元
琶洲壹號,在售,海珠 - 新港东路2348号（万胜围地铁站沿新港东路往东300米）,不限(2),2017.04.05,"2,373-4,730万元/套",
信达金茂天河金茂广场,待售,天河 - 广州大道北920号(地铁三号线梅花园地铁站南侧),三居(2)，四居(1),2017.06.09,售价待定,总价待定
精彩生活大厦,售罄,[越秀-北京路]文明路36-48号,二居(3)，三居(3),,售价待定,总价待定
中环广场(别墅),售罄,越秀 - 中马路2、4号（环市东路和建设大马路交界）,三居(2),,总价待定,
珠江嘉园,在售,[黄埔-长岭居]永顺大道和永和大道交界处,二居(3)，三居(6)，四居(1),2018.03.10,"最低22,000元/m²起",191-282万元
保利罗兰国际,在售,[黄埔-萝岗区府]开创大道国际演艺中心东南向,三居(2)，四居(2),2018.03.08,售价待定,"38,000元/m²"
越秀保利爱特城,在售,[黄埔-科学城]科学城开创大道东,二居(2)，三居(7)，四居(1),2018.03.08,"均价24,000元/m²",197-312万元
中泰天境花园,在售,[黄埔-知识城]镇龙片区广汕路南侧,一居(1)，二居(1)，三居(2)，四居(1),2018.03.08,"均价20,000元/m²",206-260万元
